Microsoft (R) COFF/PE Dumper Version 9.00.30729.01
        391  186 0004A4D0 GetCommConfig = GetCommConfig
        392  187 0004A3F0 GetCommMask = GetCommMask
        393  188 0004A310 GetCommModemStatus = GetCommModemStatus
        394  189 0004A210 GetCommProperties = GetCommProperties
        395  18A 00049E80 GetCommState = GetCommState
        396  18B 00049D70 GetCommTimeouts = GetCommTimeouts
        397  18C 00022140 GetCommandLineA = GetCommandLineAStub
        398  18D 000211E0 GetCommandLineW = GetCommandLineWStub
        399  18E 00064C60 GetCompressedFileSizeA = GetCompressedFileSizeA
        400  18F 00064D50 GetCompressedFileSizeTransactedA = GetCompressedFileSizeTransactedA
        401  190 00064CB0 GetCompressedFileSizeTransactedW = GetCompressedFileSizeTransactedW
        402  191 00064AA0 GetCompressedFileSizeW = GetCompressedFileSizeW
        403  192 00010520 GetComputerNameA = GetComputerNameA
        404  193 00006A00 GetComputerNameExA = GetComputerNameExAStub
        405  194 0000E180 GetComputerNameExW = GetComputerNameExWStub
        406  195 0000F350 GetComputerNameW = GetComputerNameW
        407  196 0006ACF0 GetConsoleAliasA = GetConsoleAliasA
        408  197 00055CF0 GetConsoleAliasExesA = GetConsoleAliasExesA
        409  198 00055EB0 GetConsoleAliasExesLengthA = GetConsoleAliasExesLengthA
        410  199 00055EC0 GetConsoleAliasExesLengthW = GetConsoleAliasExesLengthW
        411  19A 00055D00 GetConsoleAliasExesW = GetConsoleAliasExesW
        412  19B 0006AD40 GetConsoleAliasW = GetConsoleAliasW
        413  19C 0006ACB0 GetConsoleAliasesA = GetConsoleAliasesA
        414  19D 0006ACD0 GetConsoleAliasesLengthA = GetConsoleAliasesLengthA
        415  19E 0006ACE0 GetConsoleAliasesLengthW = GetConsoleAliasesLengthW
        416  19F 0006ACC0 GetConsoleAliasesW = GetConsoleAliasesW
        417  1A0 00040EB0 GetConsoleCP = GetConsoleCP
        418  1A1 000409B0 GetConsoleCharType = GetConsoleCharType
        419  1A2 0006AC30 GetConsoleCommandHistoryA = GetConsoleCommandHistoryA
        420  1A3 0006AC50 GetConsoleCommandHistoryLengthA = GetConsoleCommandHistoryLengthA
        421  1A4 0006AC60 GetConsoleCommandHistoryLengthW = GetConsoleCommandHistoryLengthW
        422  1A5 0006AC40 GetConsoleCommandHistoryW = GetConsoleCommandHistoryW
        423  1A6 00041550 GetConsoleCursorInfo = GetConsoleCursorInfo
        424  1A7 000408A0 GetConsoleCursorMode = GetConsoleCursorMode
        425  1A8 00042110 GetConsoleDisplayMode = GetConsoleDisplayMode
        426  1A9 0006A3D0 GetConsoleFontInfo = GetConsoleFontInfo
        427  1AA 000413D0 GetConsoleFontSize = GetConsoleFontSize
        428  1AB 00042200 GetConsoleHardwareState = GetConsoleHardwareState
        429  1AC 00040BC0 GetConsoleHistoryInfo = GetConsoleHistoryInfo
        430  1AD 00042A40 GetConsoleInputExeNameA = GetConsoleInputExeNameA
        431  1AE 000429A0 GetConsoleInputExeNameW = GetConsoleInputExeNameW
        432  1AF 000427F0 GetConsoleInputWaitHandle = GetConsoleInputWaitHandle
        433  1B0 0006A180 GetConsoleKeyboardLayoutNameA = GetConsoleKeyboardLayoutNameA
        434  1B1 0006A160 GetConsoleKeyboardLayoutNameW = GetConsoleKeyboardLayoutNameW
        435  1B2 00022A10 GetConsoleMode = GetConsoleMode
        436  1B3 00040AB0 GetConsoleNlsMode = GetConsoleNlsMode
        437  1B4 0006AC10 GetConsoleOriginalTitleA = GetConsoleOriginalTitleA
        438  1B5 0006ABF0 GetConsoleOriginalTitleW = GetConsoleOriginalTitleW
        439  1B6 00018450 GetConsoleOutputCP = GetConsoleOutputCP
        440  1B7 00040C60 GetConsoleProcessList = GetConsoleProcessList
        441  1B8 00014FC0 GetConsoleScreenBufferInfo = GetConsoleScreenBufferInfo
        442  1B9 00015020 GetConsoleScreenBufferInfoEx = GetConsoleScreenBufferInfoEx
        443  1BA 000414D0 GetConsoleSelectionInfo = GetConsoleSelectionInfo
        444  1BB 0006ABD0 GetConsoleTitleA = GetConsoleTitleA
        445  1BC 000185B0 GetConsoleTitleW = GetConsoleTitleW
        446  1BD 00040D60 GetConsoleWindow = GetConsoleWindow
        447  1BE 0006EBA0 GetCurrencyFormatA = GetCurrencyFormatA
        448  1BF 0004BDC0 GetCurrencyFormatEx = GetCurrencyFormatExStub
        449  1C0 0004C6E0 GetCurrencyFormatW = GetCurrencyFormatWStub
        450  1C1 00048C40 GetCurrentActCtx = GetCurrentActCtx
        451  1C2 0006A360 GetCurrentConsoleFont = GetCurrentConsoleFont
        452  1C3 0006A2A0 GetCurrentConsoleFontEx = GetCurrentConsoleFontEx
        453  1C4 00010500 GetCurrentDirectoryA = GetCurrentDirectoryAStub
        454  1C5 00018590 GetCurrentDirectoryW = GetCurrentDirectoryWStub
        455  1C6 0001FE80 GetCurrentProcess = GetCurrentProcessStub
        456  1C7 000203E0 GetCurrentProcessId = GetCurrentProcessIdStub
        457  1C8          GetCurrentProcessorNumber (forwarded to NTDLL.RtlGetCurrentProcessorNumber)
        458  1C9          GetCurrentProcessorNumberEx (forwarded to NTDLL.RtlGetCurrentProcessorNumberEx)
        459  1CA 00015690 GetCurrentThread = GetCurrentThreadStub
        460  1CB 0001EFB0 GetCurrentThreadId = GetCurrentThreadIdStub
        461  1CC 00049490 GetCurrentUmsThread = GetCurrentUmsThread
        462  1CD 00090950 GetDateFormatA = GetDateFormatA
        463  1CE 00090810 GetDateFormatEx = GetDateFormatEx
        464  1CF 0000D3F0 GetDateFormatW = GetDateFormatW
        465  1D0 00087B70 GetDefaultCommConfigA = GetDefaultCommConfigA
        466  1D1 0007FAF0 GetDefaultCommConfigW = GetDefaultCommConfigW
        467  1D2 0004D200 GetDevicePowerState = GetDevicePowerState
        468  1D3 0004C640 GetDiskFreeSpaceA = GetDiskFreeSpaceAStub
        469  1D4 0004C630 GetDiskFreeSpaceExA = GetDiskFreeSpaceExAStub
        470  1D5 0000E530 GetDiskFreeSpaceExW = GetDiskFreeSpaceExWStub
        471  1D6 0004C610 GetDiskFreeSpaceW = GetDiskFreeSpaceWStub
        472  1D7 00063520 GetDllDirectoryA = GetDllDirectoryA
        473  1D8 0004DCB0 GetDllDirectoryW = GetDllDirectoryW
        474  1D9 0004C600 GetDriveTypeA = GetDriveTypeAStub
        475  1DA 000162D0 GetDriveTypeW = GetDriveTypeWStub
        476  1DB 0007E680 GetDurationFormat = GetDurationFormat
        477  1DC 0006E000 GetDurationFormatEx = GetDurationFormatEx
        478  1DD 0000E4E0 GetDynamicTimeZoneInformation = GetDynamicTimeZoneInformationStub
        479  1DE          GetEnabledExtendedFeatures (forwarded to api-ms-win-core-xstate-l1-1-0.RtlGetEnabledExtendedFeatures)
        480  1DF 0004C5F0 GetEnvironmentStrings = GetEnvironmentStringsStub
        481  1E0 00033E7C GetEnvironmentStringsA = GetEnvironmentStrings
        482  1E1 00021A30 GetEnvironmentStringsW = GetEnvironmentStringsWStub
        483  1E2 00015630 GetEnvironmentVariableA = GetEnvironmentVariableAStub
        484  1E3 00018000 GetEnvironmentVariableW = GetEnvironmentVariableWStub
        485  1E4 0004BDB0 GetEraNameCountedString = GetEraNameCountedStringStub
        486  1E5 0004C5E0 GetErrorMode = GetErrorModeStub
        487  1E6 00010490 GetExitCodeProcess = GetExitCodeProcessImplementation
        488  1E7 00010470 GetExitCodeThread = GetExitCodeThreadStub
        489  1E8 00087F20 GetExpandedNameA = GetExpandedNameA
        490  1E9 0008E800 GetExpandedNameW = GetExpandedNameW
        491  1EA 00047E00 GetExtendedContextLength = GetExtendedContextLength
        492  1EB          GetExtendedFeaturesMask (forwarded to api-ms-win-core-xstate-l1-1-0.RtlGetExtendedFeaturesMask)
        493  1EC 00010450 GetFileAttributesA = GetFileAttributesAStub
        494  1ED 0004C5D0 GetFileAttributesExA = GetFileAttributesExAStub
        495  1EE 00009220 GetFileAttributesExW = GetFileAttributesExWStub
        496  1EF 00065190 GetFileAttributesTransactedA = GetFileAttributesTransactedA
        497  1F0 00033250 GetFileAttributesTransactedW = GetFileAttributesTransactedW
        498  1F1 000162B0 GetFileAttributesW = GetFileAttributesWStub
        499  1F2 000501E0 GetFileBandwidthReservation = GetFileBandwidthReservation
        500  1F3 00011B00 GetFileInformationByHandle = GetFileInformationByHandleStub
        501  1F4 00013380 GetFileInformationByHandleEx = GetFileInformationByHandleEx
        502  1F5 0004BDA0 GetFileMUIInfo = GetFileMUIInfoStub
        503  1F6 0004BD60 GetFileMUIPath = GetFileMUIPathStub
        504  1F7 0000E9C0 GetFileSize = GetFileSizeStub
        505  1F8 0000B220 GetFileSizeEx = GetFileSizeExStub
        506  1F9 00005940 GetFileTime = GetFileTimeStub
        507  1FA 000229B0 GetFileType = GetFileTypeImplementation
        508  1FB 0004BD50 GetFinalPathNameByHandleA = GetFinalPathNameByHandleAStub
        509  1FC 0000BC70 GetFinalPathNameByHandleW = GetFinalPathNameByHandleWStub
        510  1FD 0004EFD0 GetFirmwareEnvironmentVariableA = GetFirmwareEnvironmentVariableA
        511  1FE 0004EF10 GetFirmwareEnvironmentVariableW = GetFirmwareEnvironmentVariableW
        512  1FF 00023450 GetFullPathNameA = GetFullPathNameAStub
        513  200 000517D0 GetFullPathNameTransactedA = GetFullPathNameTransactedA
        514  201 00051710 GetFullPathNameTransactedW = GetFullPathNameTransactedW
        515  202 00016870 GetFullPathNameW = GetFullPathNameWStub
        516  203 0006E860 GetGeoInfoA = GetGeoInfoA
        517  204 0006E480 GetGeoInfoW = GetGeoInfoW
        518  205 00073200 GetHandleInformation = GetHandleInformationImplementation
        519  206 00048150 GetLargePageMinimum = GetLargePageMinimum
        520  207 000416C0 GetLargestConsoleWindowSize = GetLargestConsoleWindowSize
        521  208 00022940 GetLastError = GetLastErrorStub
        522  209 0000CF20 GetLocalTime = GetLocalTimeStub
        523  20A 00011B20 GetLocaleInfoA = GetLocaleInfoAStub
        524  20B 00005260 GetLocaleInfoEx = GetLocaleInfoExStub
        525  20C 00018110 GetLocaleInfoW = GetLocaleInfoWStub
        526  20D 00061D40 GetLogicalDriveStringsA = GetLogicalDriveStringsA
        527  20E 0004C5C0 GetLogicalDriveStringsW = GetLogicalDriveStringsWStub
        528  20F 00009380 GetLogicalDrives = GetLogicalDrivesStub
        529  210 0004BD40 GetLogicalProcessorInformation = GetLogicalProcessorInformationStub
        530  211          GetLogicalProcessorInformationEx (forwarded to api-ms-win-core-sysinfo-l1-1-0.GetLogicalProcessorInformationEx)
        531  212 000731F0 GetLongPathNameA = GetLongPathNameAStub
        532  213 00071180 GetLongPathNameTransactedA = GetLongPathNameTransactedA
        533  214 0005D680 GetLongPathNameTransactedW = GetLongPathNameTransactedW
        534  215 00020910 GetLongPathNameW = GetLongPathNameWStub
        535  216 0004E000 GetMailslotInfo = GetMailslotInfo
        536  217 00073290 GetMaximumProcessorCount = GetMaximumProcessorCount
        537  218 00004CE0 GetMaximumProcessorGroupCount = GetMaximumProcessorGroupCount
        538  219 0001F540 GetModuleFileNameA = GetModuleFileNameAStub
        539  21A 00020470 GetModuleFileNameW = GetModuleFileNameWStub
        540  21B 000204D0 GetModuleHandleA = GetModuleHandleAStub
        541  21C 0004C5B0 GetModuleHandleExA = GetModuleHandleExAStub
        542  21D 000090E0 GetModuleHandleExW = GetModuleHandleExWStub
        543  21E 00023490 GetModuleHandleW = GetModuleHandleWStub
        544  21F 000590C0 GetNLSVersion = GetNLSVersion
        545  220 00059060 GetNLSVersionEx = GetNLSVersionEx
        546  221 0004C6C0 GetNamedPipeAttribute = GetNamedPipeAttributeStub
        547  222 0004D9C0 GetNamedPipeClientComputerNameA = GetNamedPipeClientComputerNameA
        548  223 0004C6B0 GetNamedPipeClientComputerNameW = GetNamedPipeClientComputerNameWStub
        549  224 0004D980 GetNamedPipeClientProcessId = GetNamedPipeClientProcessId
        550  225 0004D940 GetNamedPipeClientSessionId = GetNamedPipeClientSessionId
        551  226 000739A0 GetNamedPipeHandleStateA = GetNamedPipeHandleStateA
        552  227 00073830 GetNamedPipeHandleStateW = GetNamedPipeHandleStateW
        553  228 0004DAF0 GetNamedPipeInfo = GetNamedPipeInfo
        554  229 0004D900 GetNamedPipeServerProcessId = GetNamedPipeServerProcessId
        555  22A 0004D8C0 GetNamedPipeServerSessionId = GetNamedPipeServerSessionId
        556  22B 00009240 GetNativeSystemInfo = GetNativeSystemInfo
        557  22C 00049460 GetNextUmsListItem = GetNextUmsListItem
        558  22D 0005E6D0 GetNextVDMCommand = GetNextVDMCommand
        559  22E 0004D620 GetNumaAvailableMemoryNode = GetNumaAvailableMemoryNode
        560  22F 0004D5A0 GetNumaAvailableMemoryNodeEx = GetNumaAvailableMemoryNodeEx
        561  230 0004D860 GetNumaHighestNodeNumber = GetNumaHighestNodeNumber
        562  231 0004D4D0 GetNumaNodeNumberFromHandle = GetNumaNodeNumberFromHandle
        563  232 0004D6B0 GetNumaNodeProcessorMask = GetNumaNodeProcessorMask
        564  233 0004D630 GetNumaNodeProcessorMaskEx = GetNumaNodeProcessorMaskEx
        565  234 0004D800 GetNumaProcessorNode = GetNumaProcessorNode
        566  235 0004D730 GetNumaProcessorNodeEx = GetNumaProcessorNodeEx
        567  236 0004D570 GetNumaProximityNode = GetNumaProximityNode
        568  237 0004D520 GetNumaProximityNodeEx = GetNumaProximityNodeEx
        569  238 0006EF80 GetNumberFormatA = GetNumberFormatA
        570  239 0004BD10 GetNumberFormatEx = GetNumberFormatExStub
        571  23A 0004C680 GetNumberFormatW = GetNumberFormatWStub
        572  23B 00041740 GetNumberOfConsoleFonts = GetNumberOfConsoleFonts
        573  23C 0000CE40 GetNumberOfConsoleInputEvents = GetNumberOfConsoleInputEvents
        574  23D 00041450 GetNumberOfConsoleMouseButtons = GetNumberOfConsoleMouseButtons
        575  23E 00019950 GetOEMCP = GetOEMCPStub
        576  23F 0000BC90 GetOverlappedResult = GetOverlappedResultStub
        577  240 000756D0 GetPhysicallyInstalledSystemMemory = GetPhysicallyInstalledSystemMemory
        578  241 0004C5A0 GetPriorityClass = GetPriorityClassStub
        579  242 000818D0 GetPrivateProfileIntA = GetPrivateProfileIntA
        580  243 000814F0 GetPrivateProfileIntW = GetPrivateProfileIntW
        581  244 00081620 GetPrivateProfileSectionA = GetPrivateProfileSectionA
        582  245 00082050 GetPrivateProfileSectionNamesA = GetPrivateProfileSectionNamesA
        583  246 00007430 GetPrivateProfileSectionNamesW = GetPrivateProfileSectionNamesW
        584  247 00007460 GetPrivateProfileSectionW = GetPrivateProfileSectionW
        585  248 00081740 GetPrivateProfileStringA = GetPrivateProfileStringA
        586  249 00007900 GetPrivateProfileStringW = GetPrivateProfileStringW
        587  24A 00081EC0 GetPrivateProfileStructA = GetPrivateProfileStructA
        588  24B 00081D10 GetPrivateProfileStructW = GetPrivateProfileStructW
        589  24C 00023470 GetProcAddress = GetProcAddressStub
        590  24D 00004390 GetProcessAffinityMask = GetProcessAffinityMask
        591  24E 0004CBD0 GetProcessDEPPolicy = GetProcessDEPPolicy
        592  24F 0004CDC0 GetProcessGroupAffinity = GetProcessGroupAffinity
        593  250 0004CC50 GetProcessHandleCount = GetProcessHandleCount
        594  251 00022D60 GetProcessHeap = GetProcessHeapStub
        595  252 0004C590 GetProcessHeaps = GetProcessHeapsStub
        596  253 00007030 GetProcessId = GetProcessIdStub
        597  254 0004C660 GetProcessIdOfThread = GetProcessIdOfThreadStub
        598  255 0004CCA0 GetProcessIoCounters = GetProcessIoCounters
        599  256 0004C580 GetProcessPreferredUILanguages = GetProcessPreferredUILanguagesStub
        600  257 0004CCE0 GetProcessPriorityBoost = GetProcessPriorityBoost
        601  258 0004CE20 GetProcessShutdownParameters = GetProcessShutdownParameters
        602  259 000331F0 GetProcessTimes = GetProcessTimesStub
        603  25A 0004BF00 GetProcessVersion = GetProcessVersionStub
        604  25B 0005B3A0 GetProcessWorkingSetSize = GetProcessWorkingSetSize
        605  25C 000484F0 GetProcessWorkingSetSizeEx = GetProcessWorkingSetSizeEx
        606  25D 0004D080 GetProcessorSystemCycleTime = GetProcessorSystemCycleTime
        607  25E 00004C80 GetProductInfo = GetProductInfo
        608  25F 00081A30 GetProfileIntA = GetProfileIntA
        609  260 000819C0 GetProfileIntW = GetProfileIntW
        610  261 000819E0 GetProfileSectionA = GetProfileSectionA
        611  262 00081970 GetProfileSectionW = GetProfileSectionW
        612  263 00081A00 GetProfileStringA = GetProfileStringA
        613  264 00081990 GetProfileStringW = GetProfileStringW
        614  265 0000BD70 GetQueuedCompletionStatus = GetQueuedCompletionStatusStub
        615  266 0004C550 GetQueuedCompletionStatusEx = GetQueuedCompletionStatusExStub
        616  267 0005DD80 GetShortPathNameA = GetShortPathNameA
        617  268 0000B610 GetShortPathNameW = GetShortPathNameWStub
        618  269 00022160 GetStartupInfoA = GetStartupInfoA
        619  26A 000212D0 GetStartupInfoW = GetStartupInfoWStub
        620  26B 00021F90 GetStdHandle = GetStdHandleStub
        621  26C 00059D10 GetStringScripts = GetStringScripts
        622  26D 0004C530 GetStringTypeA = GetStringTypeExA
        623  26E 0004C530 GetStringTypeExA = GetStringTypeExA
        624  26F 000070E0 GetStringTypeExW = GetStringTypeExWStub
        625  270 000219F0 GetStringTypeW = GetStringTypeWStub
        626  271 0004D0F0 GetSystemDEPPolicy = GetSystemDEPPolicy
        627  272 00004540 GetSystemDefaultLCID = GetSystemDefaultLCIDStub
        628  273 0000A7B0 GetSystemDefaultLangID = GetSystemDefaultLangIDStub
        629  274 0004BD00 GetSystemDefaultLocaleName = GetSystemDefaultLocaleNameStub
        630  275 000050A0 GetSystemDefaultUILanguage = GetSystemDefaultUILanguageStub
        631  276 00018210 GetSystemDirectoryA = GetSystemDirectoryAStub
        632  277 00020C70 GetSystemDirectoryW = GetSystemDirectoryWStub
        633  278 000482C0 GetSystemFileCacheSize = GetSystemFileCacheSize
        634  279 00063840 GetSystemFirmwareTable = GetSystemFirmwareTable
        635  27A 00016BB0 GetSystemInfo = GetSystemInfoStub
        636  27B 00006CF0 GetSystemPowerStatus = GetSystemPowerStatus
        637  27C 0004BCF0 GetSystemPreferredUILanguages = GetSystemPreferredUILanguagesStub
        638  27D 0004CB60 GetSystemRegistryQuota = GetSystemRegistryQuota
        639  27E 000231D0 GetSystemTime = GetSystemTimeStub
        640  27F 0004C520 GetSystemTimeAdjustment = GetSystemTimeAdjustmentStub
        641  280 000204B0 GetSystemTimeAsFileTime = GetSystemTimeAsFileTimeStub
        642  281 0000AB60 GetSystemTimes = GetSystemTimes
        643  282 000614F0 GetSystemWindowsDirectoryA = GetSystemWindowsDirectoryAStub
        644  283 00021F70 GetSystemWindowsDirectoryW = GetSystemWindowsDirectoryWStub
        645  284 00062840 GetSystemWow64DirectoryA = GetSystemWow64DirectoryA
        646  285 000627A0 GetSystemWow64DirectoryW = GetSystemWow64DirectoryW
        647  286 0008E3A0 GetTapeParameters = GetTapeParameters
        648  287 0008E500 GetTapePosition = GetTapePosition
        649  288 0008E320 GetTapeStatus = GetTapeStatus
        650  289 00062120 GetTempFileNameA = GetTempFileNameA
        651  28A 0004C510 GetTempFileNameW = GetTempFileNameWStub
        652  28B 000622A0 GetTempPathA = GetTempPathA
        653  28C 00062280 GetTempPathW = GetTempPathW
        654  28D 000044F0 GetThreadContext = GetThreadContext
        655  28E 000657A0 GetThreadErrorMode = GetThreadErrorMode
        656  28F 0004B330 GetThreadGroupAffinity = GetThreadGroupAffinity
        657  290 0004B370 GetThreadIOPendingFlag = GetThreadIOPendingFlag
        658  291 0004C670 GetThreadId = GetThreadIdStub
        659  292 00060690 GetThreadIdealProcessorEx = GetThreadIdealProcessorEx
        660  293 0000E100 GetThreadLocale = GetThreadLocaleStub
        661  294 00006B30 GetThreadPreferredUILanguages = GetThreadPreferredUILanguagesStub
        662  295 000161F0 GetThreadPriority = GetThreadPriorityStub
        663  296 0004C500 GetThreadPriorityBoost = GetThreadPriorityBoostStub
        664  297 00051100 GetThreadSelectorEntry = SetProcessDEPPolicy
        665  298 0004B3D0 GetThreadTimes = GetThreadTimes
        666  299 0004BCE0 GetThreadUILanguage = GetThreadUILanguageStub
        667  29A 00022870 GetTickCount = GetTickCountStub
        668  29B 0000BC50 GetTickCount64 = GetTickCount64Stub
        669  29C 0008D400 GetTimeFormatA = GetTimeFormatA
        670  29D 0008D350 GetTimeFormatEx = GetTimeFormatEx
        671  29E 0000DDE0 GetTimeFormatW = GetTimeFormatW
        672  29F 00004560 GetTimeZoneInformation = GetTimeZoneInformationStub
        673  2A0 0004C4F0 GetTimeZoneInformationForYear = GetTimeZoneInformationForYearStub
        674  2A1 0004BCC0 GetUILanguageInfo = GetUILanguageInfoStub
        675  2A2 00049550 GetUmsCompletionListEvent = GetUmsCompletionListEvent
        676  2A3 00021200 GetUserDefaultLCID = GetUserDefaultLCIDStub
        677  2A4 0004C4E0 GetUserDefaultLangID = GetUserDefaultLangIDStub
        678  2A5 0004BCB0 GetUserDefaultLocaleName = GetUserDefaultLocaleNameStub
        679  2A6 000333F0 GetUserDefaultUILanguage = GetUserDefaultUILanguageStub
        680  2A7 0006E350 GetUserGeoID = GetUserGeoID
        681  2A8 0004BCA0 GetUserPreferredUILanguages = GetUserPreferredUILanguagesStub
        682  2A9 0005E300 GetVDMCurrentDirectories = GetVDMCurrentDirectories
        683  2AA 00011AC0 GetVersion = GetVersionStub
        684  2AB 00020C30 GetVersionExA = GetVersionExAStub
        685  2AC 0000E9E0 GetVersionExW = GetVersionExWStub
        686  2AD 00061E00 GetVolumeInformationA = GetVolumeInformationA
        687  2AE 0004C4A0 GetVolumeInformationByHandleW = GetVolumeInformationByHandleWStub
        688  2AF 0001E9B0 GetVolumeInformationW = GetVolumeInformationWStub
        689  2B0 000709F0 GetVolumeNameForVolumeMountPointA = GetVolumeNameForVolumeMountPointA
        690  2B1 00070990 GetVolumeNameForVolumeMountPointW = GetVolumeNameForVolumeMountPointW
        691  2B2 00087360 GetVolumePathNameA = GetVolumePathNameA
        692  2B3 00011E80 GetVolumePathNameW = GetVolumePathNameWStub
        693  2B4 0005C7B0 GetVolumePathNamesForVolumeNameA = GetVolumePathNamesForVolumeNameA
        694  2B5 0005C300 GetVolumePathNamesForVolumeNameW = GetVolumePathNamesForVolumeNameW
        695  2B6 0004C490 GetWindowsDirectoryA = GetWindowsDirectoryAStub
        696  2B7 00007410 GetWindowsDirectoryW = GetWindowsDirectoryWStub
        697  2B8 00009E30 GetWriteWatch = GetWriteWatch
        698  2B9 00066BD0 GlobalAddAtomA = GlobalAddAtomA
        699  2BA 00004270 GlobalAddAtomW = GlobalAddAtomW
        700  2BB 00007060 GlobalAlloc = GlobalAllocStub
        701  2BC 0004E740 GlobalCompact = LocalCompact
        702  2BD 00066BA0 GlobalDeleteAtom = GlobalDeleteAtom
        703  2BE 00066BB0 GlobalFindAtomA = GlobalFindAtomA
        704  2BF 000231A0 GlobalFindAtomW = GlobalFindAtomW
        705  2C0 00063B40 GlobalFix = GlobalFix
        706  2C1 0004E760 GlobalFlags = GlobalFlags
        707  2C2 00007080 GlobalFree = GlobalFreeStub
        708  2C3 00066B70 GlobalGetAtomNameA = GlobalGetAtomNameA
        709  2C4 00066B40 GlobalGetAtomNameW = GlobalGetAtomNameW
        710  2C5 0004EB30 GlobalHandle = GlobalHandle
        711  2C6 0004EC10 GlobalLock = GlobalLock
        712  2C7 00011410 GlobalMemoryStatus = GlobalMemoryStatus
        713  2C8 0000A810 GlobalMemoryStatusEx = GlobalMemoryStatusExStub
        714  2C9 00063B60 GlobalReAlloc = GlobalReAlloc
        715  2CA 0004E8B0 GlobalSize = GlobalSize
        716  2CB 00063B00 GlobalUnWire = GlobalUnWire
        717  2CC 00063B20 GlobalUnfix = GlobalUnfix
        718  2CD 0004EA20 GlobalUnlock = GlobalUnlock
        719  2CE 00063B10 GlobalWire = GlobalWire
        720  2CF 000603C0 Heap32First = Heap32First
        721  2D0 0004B1F0 Heap32ListFirst = Heap32ListFirst
        722  2D1 0004B100 Heap32ListNext = Heap32ListNext
        723  2D2 00060150 Heap32Next = Heap32Next
        724  2D3          HeapAlloc (forwarded to NTDLL.RtlAllocateHeap)
        725  2D4 0004C480 HeapCompact = HeapCompactStub
        726  2D5 00020C50 HeapCreate = HeapCreateStub
        727  2D6 00011AE0 HeapDestroy = HeapDestroyStub
        728  2D7 00022C70 HeapFree = HeapFree
        729  2D8 00001B50 HeapLock = HeapLockStub
        730  2D9 0004C460 HeapQueryInformation = HeapQueryInformationStub
        731  2DA          HeapReAlloc (forwarded to NTDLL.RtlReAllocateHeap)
        732  2DB 000211C0 HeapSetInformation = HeapSetInformationStub
        733  2DC          HeapSize (forwarded to NTDLL.RtlSizeHeap)
        734  2DD 0004C450 HeapSummary = HeapSummaryStub
        735  2DE 00001B30 HeapUnlock = HeapUnlockStub
        736  2DF 00012990 HeapValidate = HeapValidateStub
        737  2E0 00001B10 HeapWalk = HeapWalkStub
        738  2E1 00046860 IdnToAscii = IdnToAscii
        739  2E2 00046800 IdnToNameprepUnicode = IdnToNameprepUnicode
        740  2E3 000467A0 IdnToUnicode = IdnToUnicode
        741  2E4 00050FB0 InitAtomTable = InitAtomTable
        742  2E5 0004B6C0 InitOnceBeginInitialize = InitOnceBeginInitialize
        743  2E6 0004B690 InitOnceComplete = InitOnceComplete
        744  2E7 0000A6D0 InitOnceExecuteOnce = InitOnceExecuteOnce
        745  2E8          InitOnceInitialize (forwarded to NTDLL.RtlRunOnceInitialize)
        746  2E9          InitializeConditionVariable (forwarded to NTDLL.RtlInitializeConditionVariable)
        747  2EA          InitializeCriticalSection (forwarded to NTDLL.RtlInitializeCriticalSection)
        748  2EB 00020400 InitializeCriticalSectionAndSpinCount = InitializeCriticalSectionAndSpinCountStub
        749  2EC 000212B0 InitializeCriticalSectionEx = InitializeCriticalSectionExStub
        750  2ED 00047DD0 InitializeExtendedContext = InitializeExtendedContext
        751  2EE          InitializeProcThreadAttributeList (forwarded to api-ms-win-core-processthreads-l1-1-0.InitializeProcThreadAttributeList)
        752  2EF          InitializeSListHead (forwarded to NTDLL.RtlInitializeSListHead)
        753  2F0          InitializeSRWLock (forwarded to NTDLL.RtlInitializeSRWLock)
        754  2F1          InterlockedFlushSList (forwarded to NTDLL.RtlInterlockedFlushSList)
        755  2F2          InterlockedPopEntrySList (forwarded to NTDLL.RtlInterlockedPopEntrySList)
        756  2F3          InterlockedPushEntrySList (forwarded to NTDLL.RtlInterlockedPushEntrySList)
        757  2F4          InterlockedPushListSList (forwarded to NTDLL.RtlInterlockedPushListSList)
        758  2F5 00041830 InvalidateConsoleDIBits = InvalidateConsoleDIBits
        759  2F6 00061BD0 IsBadCodePtr = IsBadCodePtr
        760  2F7 00061BF0 IsBadHugeReadPtr = IsBadHugeReadPtr
        761  2F8 00061BE0 IsBadHugeWritePtr = IsBadHugeWritePtr
        762  2F9 0004CFF0 IsBadReadPtr = IsBadReadPtr
        763  2FA 0004CF10 IsBadStringPtrA = IsBadStringPtrA
        764  2FB 0004CEB0 IsBadStringPtrW = IsBadStringPtrW
        765  2FC 0004CF60 IsBadWritePtr = IsBadWritePtr
        766  2FD 0008D6C0 IsCalendarLeapDay = IsCalendarLeapDay
        767  2FE 00086940 IsCalendarLeapMonth = IsCalendarLeapMonth
        768  2FF 000869D0 IsCalendarLeapYear = IsCalendarLeapYear
        769  300 00016FD0 IsDBCSLeadByte = IsDBCSLeadByteStub
        770  301 00004370 IsDBCSLeadByteEx = IsDBCSLeadByteExStub
        771  302 000073F0 IsDebuggerPresent = IsDebuggerPresentStub
        772  303 0004C430 IsNLSDefinedString = IsNLSDefinedStringStub
        773  304 000468C0 IsNormalizedString = IsNormalizedString
        774  305 0004C420 IsProcessInJob = IsProcessInJobStub
